wallet,sessionId,timestamp
0xfc43e377aF07E54b31b148Ad9a88fc16D3d881d6,aa23d90a-7e89-4277-ad6a-6cf1255bd957,2026-09-02T16:43:56.990Z
0xD6E9AFC153bF3BA7dbAe622eEF0A441aC10d0c86,53e04fb7-7513-45f3-adbc-f69cd18e9b74,2026-09-03T14:43:00.516Z
0xc20A0C4AC35e252954a23c1d01ba6Ea4411D032a,6f2efab0-00e9-4f35-9664-f3964cbf640e,2026-09-03T14:43:49.790Z
